"ID";"WijkenEnBuurten";"Gemeentenaam_1";"SoortRegio_2";"Codering_3";"IndelingswijzigingGemeenteWijkBuurt_4";"AantalInwoners_5";"AantalPubliekeLaadpalen_61";"Omgevingsadressendichtheid_121"
"1315";"WK0363EK  ";"Amsterdam                               ";"Wijk      ";"WK0363EK  ";"1";"    8220";"       .";"    9648"
"1316";"BU0363EK01";"Amsterdam                               ";"Buurt     ";"BU0363EK01";"1";"    2840";"       .";"    7720"
"1317";"BU0363EK02";"Amsterdam                               ";"Buurt     ";"BU0363EK02";"1";"    1300";"       .";"    8385"
"1318";"BU0363EK03";"Amsterdam                               ";"Buurt     ";"BU0363EK03";"1";"    2210";"       .";"    9572"
"1319";"BU0363EK04";"Amsterdam                               ";"Buurt     ";"BU0363EK04";"1";"    1870";"       .";"   10608"
"1320";"WK0363EL  ";"Amsterdam                               ";"Wijk      ";"WK0363EL  ";"1";"    6560";"       .";"   11398"
"1321";"BU0363EL01";"Amsterdam                               ";"Buurt     ";"BU0363EL01";"1";"    1860";"       .";"   10728"
"1322";"BU0363EL02";"Amsterdam                               ";"Buurt     ";"BU0363EL02";"1";"    3035";"       .";"   11592"
"1323";"BU0363EL03";"Amsterdam                               ";"Buurt     ";"BU0363EL03";"1";"    1670";"       .";"   11757"
"1324";"WK0363EM  ";"Amsterdam                               ";"Wijk      ";"WK0363EM  ";"1";"   10045";"       .";"   10540"
"1325";"BU0363EM01";"Amsterdam                               ";"Buurt     ";"BU0363EM01";"1";"    1850";"       .";"    9289"
"1326";"BU0363EM02";"Amsterdam                               ";"Buurt     ";"BU0363EM02";"1";"    2950";"       .";"   10925"
"1327";"BU0363EM03";"Amsterdam                               ";"Buurt     ";"BU0363EM03";"1";"    1850";"       .";"   10316"
"1328";"BU0363EM04";"Amsterdam                               ";"Buurt     ";"BU0363EM04";"1";"    3395";"       .";"   11024"
"1329";"WK0363EN  ";"Amsterdam                               ";"Wijk      ";"WK0363EN  ";"1";"    5945";"       .";"   12048"
"1330";"BU0363EN01";"Amsterdam                               ";"Buurt     ";"BU0363EN01";"1";"    1085";"       .";"   11139"
"1331";"BU0363EN02";"Amsterdam                               ";"Buurt     ";"BU0363EN02";"1";"    2185";"       .";"   12232"
"1332";"BU0363EN03";"Amsterdam                               ";"Buurt     ";"BU0363EN03";"1";"     970";"       .";"   11702"
"1333";"BU0363EN04";"Amsterdam                               ";"Buurt     ";"BU0363EN04";"1";"    1705";"       .";"   12629"
"1334";"WK0363EP  ";"Amsterdam                               ";"Wijk      ";"WK0363EP  ";"1";"    6250";"       .";"   12349"
"1335";"BU0363EP01";"Amsterdam                               ";"Buurt     ";"BU0363EP01";"1";"    2390";"       .";"   12496"
"1336";"BU0363EP02";"Amsterdam                               ";"Buurt     ";"BU0363EP02";"1";"    3860";"       .";"   12269"
"1337";"WK0363EQ  ";"Amsterdam                               ";"Wijk      ";"WK0363EQ  ";"1";"    4710";"       .";"   12301"
"1338";"BU0363EQ01";"Amsterdam                               ";"Buurt     ";"BU0363EQ01";"1";"    4710";"       .";"   12301"
"1339";"WK0363ER  ";"Amsterdam                               ";"Wijk      ";"WK0363ER  ";"1";"    6730";"       .";"    9686"
"1340";"BU0363ER01";"Amsterdam                               ";"Buurt     ";"BU0363ER01";"1";"    2955";"       .";"    9137"
"1341";"BU0363ER02";"Amsterdam                               ";"Buurt     ";"BU0363ER02";"1";"    3775";"       .";"   10132"
"1342";"WK0363ES  ";"Amsterdam                               ";"Wijk      ";"WK0363ES  ";"1";"    6910";"       .";"   11259"
"1343";"BU0363ES01";"Amsterdam                               ";"Buurt     ";"BU0363ES01";"1";"    1855";"       .";"   10620"
"1344";"BU0363ES02";"Amsterdam                               ";"Buurt     ";"BU0363ES02";"1";"    2820";"       .";"   11280"
"1345";"BU0363ES03";"Amsterdam                               ";"Buurt     ";"BU0363ES03";"1";"    2225";"       .";"   11756"
"1346";"WK0363ET  ";"Amsterdam                               ";"Wijk      ";"WK0363ET  ";"1";"    7675";"       .";"    9556"
"1347";"BU0363ET01";"Amsterdam                               ";"Buurt     ";"BU0363ET01";"1";"    5580";"       .";"    9800"
"1348";"BU0363ET02";"Amsterdam                               ";"Buurt     ";"BU0363ET02";"1";"    2095";"       .";"    8893"
"1349";"WK0363EU  ";"Amsterdam                               ";"Wijk      ";"WK0363EU  ";"1";"    7400";"       .";"   10611"
"1350";"BU0363EU01";"Amsterdam                               ";"Buurt     ";"BU0363EU01";"1";"    2250";"       .";"   10589"
"1351";"BU0363EU02";"Amsterdam                               ";"Buurt     ";"BU0363EU02";"1";"    2550";"       .";"   10668"
"1352";"BU0363EU03";"Amsterdam                               ";"Buurt     ";"BU0363EU03";"1";"    2600";"       .";"   10547"
"1353";"WK0363EV  ";"Amsterdam                               ";"Wijk      ";"WK0363EV  ";"1";"    1825";"       .";"    9966"
"1354";"BU0363EV01";"Amsterdam                               ";"Buurt     ";"BU0363EV01";"1";"     925";"       .";"    9810"
"1355";"BU0363EV02";"Amsterdam                               ";"Buurt     ";"BU0363EV02";"1";"     900";"       .";"   10085"
"1356";"WK0363FA  ";"Amsterdam                               ";"Wijk      ";"WK0363FA  ";"1";"    1830";"       .";"    2059"
"1357";"BU0363FA01";"Amsterdam                               ";"Buurt     ";"BU0363FA01";"1";"      25";"       .";"     150"
"1358";"BU0363FA02";"Amsterdam                               ";"Buurt     ";"BU0363FA02";"1";"      20";"       .";"     180"
"1359";"BU0363FA03";"Amsterdam                               ";"Buurt     ";"BU0363FA03";"1";"      95";"       .";"     361"
"1360";"BU0363FA04";"Amsterdam                               ";"Buurt     ";"BU0363FA04";"1";"       0";"       .";"    1342"
"1361";"BU0363FA05";"Amsterdam                               ";"Buurt     ";"BU0363FA05";"1";"      15";"       .";"     585"
"1362";"BU0363FA06";"Amsterdam                               ";"Buurt     ";"BU0363FA06";"1";"       0";"       .";"     206"
"1363";"BU0363FA07";"Amsterdam                               ";"Buurt     ";"BU0363FA07";"1";"       0";"       .";"    2559"
"1364";"BU0363FA08";"Amsterdam                               ";"Buurt     ";"BU0363FA08";"1";"    1675";"       .";"    2948"
"1365";"WK0363FB  ";"Amsterdam                               ";"Wijk      ";"WK0363FB  ";"1";"   19420";"       .";"    2895"
"1366";"BU0363FB01";"Amsterdam                               ";"Buurt     ";"BU0363FB01";"1";"      20";"       .";"     678"
"1367";"BU0363FB02";"Amsterdam                               ";"Buurt     ";"BU0363FB02";"1";"    2425";"       .";"    1775"
"1368";"BU0363FB03";"Amsterdam                               ";"Buurt     ";"BU0363FB03";"1";"    6130";"       .";"    2927"
"1369";"BU0363FB04";"Amsterdam                               ";"Buurt     ";"BU0363FB04";"1";"     265";"       .";"    2196"
"1370";"BU0363FB05";"Amsterdam                               ";"Buurt     ";"BU0363FB05";"1";"    2955";"       .";"    2763"
"1371";"BU0363FB06";"Amsterdam                               ";"Buurt     ";"BU0363FB06";"1";"    3030";"       .";"    3075"
"1372";"BU0363FB07";"Amsterdam                               ";"Buurt     ";"BU0363FB07";"1";"    3120";"       .";"    3511"
"1373";"BU0363FB08";"Amsterdam                               ";"Buurt     ";"BU0363FB08";"1";"    1470";"       .";"    3451"
"1374";"WK0363FC  ";"Amsterdam                               ";"Wijk      ";"WK0363FC  ";"1";"   10370";"       .";"    3645"
"1375";"BU0363FC01";"Amsterdam                               ";"Buurt     ";"BU0363FC01";"1";"    3230";"       .";"    3586"
"1376";"BU0363FC02";"Amsterdam                               ";"Buurt     ";"BU0363FC02";"1";"    3155";"       .";"    3877"
"1377";"BU0363FC03";"Amsterdam                               ";"Buurt     ";"BU0363FC03";"1";"    3985";"       .";"    3513"
"1378";"WK0363FD  ";"Amsterdam                               ";"Wijk      ";"WK0363FD  ";"1";"    9365";"       .";"    4198"
"1379";"BU0363FD01";"Amsterdam                               ";"Buurt     ";"BU0363FD01";"1";"    2850";"       .";"    3469"
"1380";"BU0363FD02";"Amsterdam                               ";"Buurt     ";"BU0363FD02";"1";"    1550";"       .";"    3713"
"1381";"BU0363FD03";"Amsterdam                               ";"Buurt     ";"BU0363FD03";"1";"    1965";"       .";"    4896"
"1382";"BU0363FD04";"Amsterdam                               ";"Buurt     ";"BU0363FD04";"1";"    3005";"       .";"    4597"
"1383";"WK0363FE  ";"Amsterdam                               ";"Wijk      ";"WK0363FE  ";"1";"    6740";"       .";"    4327"
"1384";"BU0363FE01";"Amsterdam                               ";"Buurt     ";"BU0363FE01";"1";"    1050";"       .";"    4085"
"1385";"BU0363FE02";"Amsterdam                               ";"Buurt     ";"BU0363FE02";"1";"    2325";"       .";"    5015"
"1386";"BU0363FE03";"Amsterdam                               ";"Buurt     ";"BU0363FE03";"1";"    3365";"       .";"    3877"
"1387";"BU0363FE04";"Amsterdam                               ";"Buurt     ";"BU0363FE04";"1";"       0";"       .";"    2818"
"1388";"WK0363FF  ";"Amsterdam                               ";"Wijk      ";"WK0363FF  ";"1";"    1255";"       .";"    1155"
"1389";"BU0363FF01";"Amsterdam                               ";"Buurt     ";"BU0363FF01";"1";"     755";"       .";"    1080"
"1390";"BU0363FF02";"Amsterdam                               ";"Buurt     ";"BU0363FF02";"1";"     435";"       .";"    2796"
"1391";"BU0363FF03";"Amsterdam                               ";"Buurt     ";"BU0363FF03";"1";"      65";"       .";"    1014"
"1392";"WK0363FG  ";"Amsterdam                               ";"Wijk      ";"WK0363FG  ";"1";"   14450";"       .";"    3259"
"1393";"BU0363FG01";"Amsterdam                               ";"Buurt     ";"BU0363FG01";"1";"    4120";"       .";"    3280"
"1394";"BU0363FG02";"Amsterdam                               ";"Buurt     ";"BU0363FG02";"1";"    4525";"       .";"    2810"
"1395";"BU0363FG03";"Amsterdam                               ";"Buurt     ";"BU0363FG03";"1";"    5810";"       .";"    3607"
"1396";"WK0363FH  ";"Amsterdam                               ";"Wijk      ";"WK0363FH  ";"1";"    6145";"       .";"    3920"
"1397";"BU0363FH01";"Amsterdam                               ";"Buurt     ";"BU0363FH01";"1";"     130";"       .";"    2822"
"1398";"BU0363FH02";"Amsterdam                               ";"Buurt     ";"BU0363FH02";"1";"    6020";"       .";"    3986"
"1399";"WK0363FJ  ";"Amsterdam                               ";"Wijk      ";"WK0363FJ  ";"1";"   15675";"       .";"    4499"
"1400";"BU0363FJ01";"Amsterdam                               ";"Buurt     ";"BU0363FJ01";"1";"    3000";"       .";"    3467"
"1401";"BU0363FJ02";"Amsterdam                               ";"Buurt     ";"BU0363FJ02";"1";"    3415";"       .";"    4804"
"1402";"BU0363FJ03";"Amsterdam                               ";"Buurt     ";"BU0363FJ03";"1";"    3080";"       .";"    5120"
"1403";"BU0363FJ04";"Amsterdam                               ";"Buurt     ";"BU0363FJ04";"1";"    6175";"       .";"    4603"
"1404";"WK0363FK  ";"Amsterdam                               ";"Wijk      ";"WK0363FK  ";"1";"   18625";"       .";"    4144"
"1405";"BU0363FK01";"Amsterdam                               ";"Buurt     ";"BU0363FK01";"1";"    5155";"       .";"    3789"
"1406";"BU0363FK02";"Amsterdam                               ";"Buurt     ";"BU0363FK02";"1";"    3175";"       .";"    3252"
"1407";"BU0363FK03";"Amsterdam                               ";"Buurt     ";"BU0363FK03";"1";"    4835";"       .";"    4893"
"1408";"BU0363FK04";"Amsterdam                               ";"Buurt     ";"BU0363FK04";"1";"    1280";"       .";"    4700"
"1409";"BU0363FK05";"Amsterdam                               ";"Buurt     ";"BU0363FK05";"1";"    4180";"       .";"    4172"
"1410";"WK0363FL  ";"Amsterdam                               ";"Wijk      ";"WK0363FL  ";"1";"    7965";"       .";"    4221"
"1411";"BU0363FL01";"Amsterdam                               ";"Buurt     ";"BU0363FL01";"1";"    2415";"       .";"    4229"
"1412";"BU0363FL02";"Amsterdam                               ";"Buurt     ";"BU0363FL02";"1";"    2320";"       .";"    3637"
"1413";"BU0363FL03";"Amsterdam                               ";"Buurt     ";"BU0363FL03";"1";"    3230";"       .";"    4664"
"1414";"WK0363FM  ";"Amsterdam                               ";"Wijk      ";"WK0363FM  ";"1";"   14645";"       .";"    6091"
"1415";"BU0363FM01";"Amsterdam                               ";"Buurt     ";"BU0363FM01";"1";"    1230";"       .";"    7029"
"1416";"BU0363FM02";"Amsterdam                               ";"Buurt     ";"BU0363FM02";"1";"    5665";"       .";"    5720"
"1417";"BU0363FM03";"Amsterdam                               ";"Buurt     ";"BU0363FM03";"1";"    1010";"       .";"    7154"
"1418";"BU0363FM04";"Amsterdam                               ";"Buurt     ";"BU0363FM04";"1";"    4800";"       .";"    6006"
"1419";"BU0363FM05";"Amsterdam                               ";"Buurt     ";"BU0363FM05";"1";"     895";"       .";"    6345"
"1420";"BU0363FM06";"Amsterdam                               ";"Buurt     ";"BU0363FM06";"1";"    1045";"       .";"    6974"
"1421";"WK0363FN  ";"Amsterdam                               ";"Wijk      ";"WK0363FN  ";"1";"   11755";"       .";"    4741"
"1422";"BU0363FN01";"Amsterdam                               ";"Buurt     ";"BU0363FN01";"1";"    3275";"       .";"    4079"
"1423";"BU0363FN02";"Amsterdam                               ";"Buurt     ";"BU0363FN02";"1";"    3745";"       .";"    5338"
"1424";"BU0363FN03";"Amsterdam                               ";"Buurt     ";"BU0363FN03";"1";"     885";"       .";"    2625"
"1425";"BU0363FN04";"Amsterdam                               ";"Buurt     ";"BU0363FN04";"1";"    3840";"       .";"    5039"
"1426";"WK0363FP  ";"Amsterdam                               ";"Wijk      ";"WK0363FP  ";"1";"   13685";"       .";"    6212"
"1427";"BU0363FP01";"Amsterdam                               ";"Buurt     ";"BU0363FP01";"1";"    1805";"       .";"    6223"
"1428";"BU0363FP02";"Amsterdam                               ";"Buurt     ";"BU0363FP02";"1";"    3410";"       .";"    7277"
"1429";"BU0363FP03";"Amsterdam                               ";"Buurt     ";"BU0363FP03";"1";"    1205";"       .";"    8090"
"1430";"BU0363FP04";"Amsterdam                               ";"Buurt     ";"BU0363FP04";"1";"    4745";"       .";"    5606"
"1431";"BU0363FP05";"Amsterdam                               ";"Buurt     ";"BU0363FP05";"1";"    2105";"       .";"    6168"
"1432";"BU0363FP06";"Amsterdam                               ";"Buurt     ";"BU0363FP06";"1";"     415";"       .";"    2561"
"1433";"WK0363FQ  ";"Amsterdam                               ";"Wijk      ";"WK0363FQ  ";"1";"   14500";"       .";"    2546"
"1434";"BU0363FQ01";"Amsterdam                               ";"Buurt     ";"BU0363FQ01";"1";"     730";"       .";"    2357"
"1435";"BU0363FQ02";"Amsterdam                               ";"Buurt     ";"BU0363FQ02";"1";"    3000";"       .";"    3261"
"1436";"BU0363FQ03";"Amsterdam                               ";"Buurt     ";"BU0363FQ03";"1";"    3235";"       .";"    3149"
"1437";"BU0363FQ04";"Amsterdam                               ";"Buurt     ";"BU0363FQ04";"1";"    2170";"       .";"    2509"
"1438";"BU0363FQ05";"Amsterdam                               ";"Buurt     ";"BU0363FQ05";"1";"    1130";"       .";"    2481"
"1439";"BU0363FQ06";"Amsterdam                               ";"Buurt     ";"BU0363FQ06";"1";"    2115";"       .";"    2223"
"1440";"BU0363FQ07";"Amsterdam                               ";"Buurt     ";"BU0363FQ07";"1";"     330";"       .";"    1501"
"1441";"BU0363FQ08";"Amsterdam                               ";"Buurt     ";"BU0363FQ08";"1";"     965";"       .";"    2464"
"1442";"BU0363FQ09";"Amsterdam                               ";"Buurt     ";"BU0363FQ09";"1";"     655";"       .";"    1015"
"1443";"BU0363FQ10";"Amsterdam                               ";"Buurt     ";"BU0363FQ10";"1";"     165";"       .";"     280"
"1444";"WK0363KA  ";"Amsterdam                               ";"Wijk      ";"WK0363KA  ";"1";"   11585";"       .";"    7231"
"1445";"BU0363KA01";"Amsterdam                               ";"Buurt     ";"BU0363KA01";"1";"    3580";"       .";"    7381"
"1446";"BU0363KA02";"Amsterdam                               ";"Buurt     ";"BU0363KA02";"1";"    1400";"       .";"    8264"
"1447";"BU0363KA03";"Amsterdam                               ";"Buurt     ";"BU0363KA03";"1";"    1670";"       .";"    7849"
"1448";"BU0363KA04";"Amsterdam                               ";"Buurt     ";"BU0363KA04";"1";"    2485";"       .";"    7041"
"1449";"BU0363KA05";"Amsterdam                               ";"Buurt     ";"BU0363KA05";"1";"    2180";"       .";"    6933"
"1450";"BU0363KA06";"Amsterdam                               ";"Buurt     ";"BU0363KA06";"1";"     265";"       .";"    2873"
"1451";"WK0363KB  ";"Amsterdam                               ";"Wijk      ";"WK0363KB  ";"1";"    3745";"       .";"    8076"
"1452";"BU0363KB01";"Amsterdam                               ";"Buurt     ";"BU0363KB01";"1";"    2405";"       .";"    8311"
"1453";"BU0363KB02";"Amsterdam                               ";"Buurt     ";"BU0363KB02";"1";"    1335";"       .";"    7724"
"1454";"WK0363KC  ";"Amsterdam                               ";"Wijk      ";"WK0363KC  ";"1";"    5550";"       .";"    7900"
"1455";"BU0363KC01";"Amsterdam                               ";"Buurt     ";"BU0363KC01";"1";"       0";"       .";"    8472"
"1456";"BU0363KC02";"Amsterdam                               ";"Buurt     ";"BU0363KC02";"1";"    1525";"       .";"    8413"
"1457";"BU0363KC03";"Amsterdam                               ";"Buurt     ";"BU0363KC03";"1";"    2620";"       .";"    7744"
"1458";"BU0363KC04";"Amsterdam                               ";"Buurt     ";"BU0363KC04";"1";"    1410";"       .";"    7560"
"1459";"WK0363KD  ";"Amsterdam                               ";"Wijk      ";"WK0363KD  ";"1";"   12565";"       .";"    8019"
"1460";"BU0363KD01";"Amsterdam                               ";"Buurt     ";"BU0363KD01";"1";"       0";"       .";"    8483"
"1461";"BU0363KD02";"Amsterdam                               ";"Buurt     ";"BU0363KD02";"1";"    2905";"       .";"    7356"
"1462";"BU0363KD03";"Amsterdam                               ";"Buurt     ";"BU0363KD03";"1";"    1835";"       .";"    7910"
"1463";"BU0363KD04";"Amsterdam                               ";"Buurt     ";"BU0363KD04";"1";"     800";"       .";"    8621"
"1464";"BU0363KD05";"Amsterdam                               ";"Buurt     ";"BU0363KD05";"1";"      10";"       .";"    8658"
"1465";"BU0363KD06";"Amsterdam                               ";"Buurt     ";"BU0363KD06";"1";"     780";"       .";"    6981"
"1466";"BU0363KD07";"Amsterdam                               ";"Buurt     ";"BU0363KD07";"1";"    2015";"       .";"    7225"
"1467";"BU0363KD08";"Amsterdam                               ";"Buurt     ";"BU0363KD08";"1";"    1505";"       .";"    8970"
"1468";"BU0363KD09";"Amsterdam                               ";"Buurt     ";"BU0363KD09";"1";"    1390";"       .";"    9115"
"1469";"BU0363KD10";"Amsterdam                               ";"Buurt     ";"BU0363KD10";"1";"    1325";"       .";"    8238"
"1470";"WK0363KE  ";"Amsterdam                               ";"Wijk      ";"WK0363KE  ";"1";"   15000";"       .";"   10742"
"1471";"BU0363KE01";"Amsterdam                               ";"Buurt     ";"BU0363KE01";"1";"    2610";"       .";"   10018"
"1472";"BU0363KE02";"Amsterdam                               ";"Buurt     ";"BU0363KE02";"1";"    2055";"       .";"   10518"
"1473";"BU0363KE03";"Amsterdam                               ";"Buurt     ";"BU0363KE03";"1";"    2530";"       .";"   10331"
"1474";"BU0363KE04";"Amsterdam                               ";"Buurt     ";"BU0363KE04";"1";"    5150";"       .";"   11260"
"1475";"BU0363KE05";"Amsterdam                               ";"Buurt     ";"BU0363KE05";"1";"    2650";"       .";"   11027"
"1476";"WK0363KF  ";"Amsterdam                               ";"Wijk      ";"WK0363KF  ";"1";"   12550";"       .";"   11021"
"1477";"BU0363KF01";"Amsterdam                               ";"Buurt     ";"BU0363KF01";"1";"    3660";"       .";"    9727"
"1478";"BU0363KF02";"Amsterdam                               ";"Buurt     ";"BU0363KF02";"1";"    2350";"       .";"   10595"
"1479";"BU0363KF03";"Amsterdam                               ";"Buurt     ";"BU0363KF03";"1";"    3860";"       .";"   11934"
"1480";"BU0363KF04";"Amsterdam                               ";"Buurt     ";"BU0363KF04";"1";"    2675";"       .";"   11655"
"1481";"WK0363KG  ";"Amsterdam                               ";"Wijk      ";"WK0363KG  ";"1";"    7810";"       .";"   10863"
"1482";"BU0363KG01";"Amsterdam                               ";"Buurt     ";"BU0363KG01";"1";"    2160";"       .";"   11190"
"1483";"BU0363KG02";"Amsterdam                               ";"Buurt     ";"BU0363KG02";"1";"    2695";"       .";"   11220"
"1484";"BU0363KG03";"Amsterdam                               ";"Buurt     ";"BU0363KG03";"1";"    2955";"       .";"   10282"
"1485";"WK0363KH  ";"Amsterdam                               ";"Wijk      ";"WK0363KH  ";"1";"   11665";"       .";"    5442"
"1486";"BU0363KH01";"Amsterdam                               ";"Buurt     ";"BU0363KH01";"1";"    1025";"       .";"    7469"
"1487";"BU0363KH02";"Amsterdam                               ";"Buurt     ";"BU0363KH02";"1";"    2320";"       .";"    5284"
"1488";"BU0363KH03";"Amsterdam                               ";"Buurt     ";"BU0363KH03";"1";"    2320";"       .";"    5384"
"1489";"BU0363KH04";"Amsterdam                               ";"Buurt     ";"BU0363KH04";"1";"    1440";"       .";"    6952"
"1490";"BU0363KH05";"Amsterdam                               ";"Buurt     ";"BU0363KH05";"1";"    4140";"       .";"    4723"
"1491";"BU0363KH06";"Amsterdam                               ";"Buurt     ";"BU0363KH06";"1";"     420";"       .";"    2095"
"1492";"WK0363KJ  ";"Amsterdam                               ";"Wijk      ";"WK0363KJ  ";"1";"    8640";"       .";"    5769"
"1493";"BU0363KJ01";"Amsterdam                               ";"Buurt     ";"BU0363KJ01";"1";"      70";"       .";"    6123"
"1494";"BU0363KJ02";"Amsterdam                               ";"Buurt     ";"BU0363KJ02";"1";"    1410";"       .";"    6072"
"1495";"BU0363KJ03";"Amsterdam                               ";"Buurt     ";"BU0363KJ03";"1";"    2475";"       .";"    5846"
"1496";"BU0363KJ04";"Amsterdam                               ";"Buurt     ";"BU0363KJ04";"1";"    2555";"       .";"    5252"
"1497";"BU0363KJ05";"Amsterdam                               ";"Buurt     ";"BU0363KJ05";"1";"    1350";"       .";"    6452"
"1498";"BU0363KJ06";"Amsterdam                               ";"Buurt     ";"BU0363KJ06";"1";"     780";"       .";"    5550"
"1499";"WK0363KK  ";"Amsterdam                               ";"Wijk      ";"WK0363KK  ";"1";"   15125";"       .";"    7253"
"1500";"BU0363KK01";"Amsterdam                               ";"Buurt     ";"BU0363KK01";"1";"    2910";"       .";"    7720"
"1501";"BU0363KK02";"Amsterdam                               ";"Buurt     ";"BU0363KK02";"1";"    4390";"       .";"    7385"
"1502";"BU0363KK03";"Amsterdam                               ";"Buurt     ";"BU0363KK03";"1";"    3120";"       .";"    8618"
"1503";"BU0363KK04";"Amsterdam                               ";"Buurt     ";"BU0363KK04";"1";"    2385";"       .";"    8292"
"1504";"BU0363KK05";"Amsterdam                               ";"Buurt     ";"BU0363KK05";"1";"    1290";"       .";"    5265"
"1505";"BU0363KK06";"Amsterdam                               ";"Buurt     ";"BU0363KK06";"1";"    1030";"       .";"    3774"
"1506";"WK0363KL  ";"Amsterdam                               ";"Wijk      ";"WK0363KL  ";"1";"    5200";"       .";"    9702"
"1507";"BU0363KL01";"Amsterdam                               ";"Buurt     ";"BU0363KL01";"1";"    2330";"       .";"   10019"
"1508";"BU0363KL02";"Amsterdam                               ";"Buurt     ";"BU0363KL02";"1";"    2870";"       .";"    9395"
"1509";"WK0363KM  ";"Amsterdam                               ";"Wijk      ";"WK0363KM  ";"1";"    8735";"       .";"    6267"
"1510";"BU0363KM01";"Amsterdam                               ";"Buurt     ";"BU0363KM01";"1";"    2190";"       .";"    7767"
"1511";"BU0363KM02";"Amsterdam                               ";"Buurt     ";"BU0363KM02";"1";"    1630";"       .";"    5362"
"1512";"BU0363KM03";"Amsterdam                               ";"Buurt     ";"BU0363KM03";"1";"    2170";"       .";"    5550"
"1513";"BU0363KM04";"Amsterdam                               ";"Buurt     ";"BU0363KM04";"1";"    2700";"       .";"    6026"
"1514";"BU0363KM05";"Amsterdam                               ";"Buurt     ";"BU0363KM05";"1";"      45";"       .";"    3027"
"1515";"WK0363KN  ";"Amsterdam                               ";"Wijk      ";"WK0363KN  ";"1";"    1400";"       .";"    4586"
"1516";"BU0363KN01";"Amsterdam                               ";"Buurt     ";"BU0363KN01";"1";"    1395";"       .";"    4582"
"1517";"BU0363KN02";"Amsterdam                               ";"Buurt     ";"BU0363KN02";"1";"       0";"       .";"    5926"
"1518";"WK0363KP  ";"Amsterdam                               ";"Wijk      ";"WK0363KP  ";"1";"    4835";"       .";"    3826"
"1519";"BU0363KP01";"Amsterdam                               ";"Buurt     ";"BU0363KP01";"1";"     510";"       .";"    3876"
"1520";"BU0363KP02";"Amsterdam                               ";"Buurt     ";"BU0363KP02";"1";"      10";"       .";"    5340"
"1521";"BU0363KP03";"Amsterdam                               ";"Buurt     ";"BU0363KP03";"1";"     395";"       .";"    2811"
"1522";"BU0363KP04";"Amsterdam                               ";"Buurt     ";"BU0363KP04";"1";"    2660";"       .";"    3875"
"1523";"BU0363KP05";"Amsterdam                               ";"Buurt     ";"BU0363KP05";"1";"    1265";"       .";"    3780"
"1524";"WK0363KQ  ";"Amsterdam                               ";"Wijk      ";"WK0363KQ  ";"1";"   14240";"       .";"    3816"
"1525";"BU0363KQ01";"Amsterdam                               ";"Buurt     ";"BU0363KQ01";"1";"      70";"       .";"     876"
"1526";"BU0363KQ02";"Amsterdam                               ";"Buurt     ";"BU0363KQ02";"1";"      30";"       .";"    1641"
"1527";"BU0363KQ03";"Amsterdam                               ";"Buurt     ";"BU0363KQ03";"1";"     995";"       .";"    2815"
"1528";"BU0363KQ04";"Amsterdam                               ";"Buurt     ";"BU0363KQ04";"1";"    4705";"       .";"    4441"
"1529";"BU0363KQ05";"Amsterdam                               ";"Buurt     ";"BU0363KQ05";"1";"    4530";"       .";"    2960"
"1530";"BU0363KQ06";"Amsterdam                               ";"Buurt     ";"BU0363KQ06";"1";"    3920";"       .";"    4403"
"1531";"WK0363KR  ";"Amsterdam                               ";"Wijk      ";"WK0363KR  ";"1";"    8340";"       .";"    3446"
"1532";"BU0363KR01";"Amsterdam                               ";"Buurt     ";"BU0363KR01";"1";"     830";"       .";"    3924"
"1533";"BU0363KR02";"Amsterdam                               ";"Buurt     ";"BU0363KR02";"1";"    3445";"       .";"    3575"
"1534";"BU0363KR03";"Amsterdam                               ";"Buurt     ";"BU0363KR03";"1";"    4055";"       .";"    3281"
"1535";"BU0363KR04";"Amsterdam                               ";"Buurt     ";"BU0363KR04";"1";"      10";"       .";"    2083"
"1536";"WK0363MA  ";"Amsterdam                               ";"Wijk      ";"WK0363MA  ";"1";"   20760";"       .";"    4601"
"1537";"BU0363MA01";"Amsterdam                               ";"Buurt     ";"BU0363MA01";"1";"    3075";"       .";"    3477"
"1538";"BU0363MA02";"Amsterdam                               ";"Buurt     ";"BU0363MA02";"1";"    2325";"       .";"    2874"
"1539";"BU0363MA03";"Amsterdam                               ";"Buurt     ";"BU0363MA03";"1";"    1430";"       .";"    3929"
"1540";"BU0363MA04";"Amsterdam                               ";"Buurt     ";"BU0363MA04";"1";"    2395";"       .";"    5372"
"1541";"BU0363MA05";"Amsterdam                               ";"Buurt     ";"BU0363MA05";"1";"    2630";"       .";"    4371"
"1542";"BU0363MA06";"Amsterdam                               ";"Buurt     ";"BU0363MA06";"1";"    2695";"       .";"    4494"
"1543";"BU0363MA07";"Amsterdam                               ";"Buurt     ";"BU0363MA07";"1";"    1640";"       .";"    7452"
"1544";"BU0363MA08";"Amsterdam                               ";"Buurt     ";"BU0363MA08";"1";"      35";"       .";"    8440"
"1545";"BU0363MA09";"Amsterdam                               ";"Buurt     ";"BU0363MA09";"1";"    1695";"       .";"    6853"
"1546";"BU0363MA10";"Amsterdam                               ";"Buurt     ";"BU0363MA10";"1";"    2575";"       .";"    3411"
"1547";"BU0363MA11";"Amsterdam                               ";"Buurt     ";"BU0363MA11";"1";"     260";"       .";"    7706"
